hid,pid,pilabour,sex,age,marital,disabled,educlev,lfs,status1,ind1_c,occ1_c,hilabour,nhhmem,hpopwgt
3444,2.0,52236.49609375,[1]male,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,74602.94329833984,[3]3 hh members,1353.7574462890625
3517,1.0,31083.8203125,[1]male,45,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,31083.8203125,[1]1 hh member,2763.795654296875
3524,1.0,12694.0048828125,[1]male,51,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25581.935302734375,[6]6 hh members,2747.706298828125
3524,2.0,12535.587890625,[2]female,46,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25581.935302734375,[6]6 hh members,2747.706298828125
3531,1.0,36513.09375,[1]male,59,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",61290.83984375,[2]2 hh members,1370.6148681640625
3531,2.0,24777.74609375,[2]female,55,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,61290.83984375,[2]2 hh members,1370.6148681640625
3535,1.0,6682.28369140625,[2]female,46,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",33706.41650390625,[3]3 hh members,1855.4417724609375
3535,2.0,27024.1328125,[1]male,49,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",33706.41650390625,[3]3 hh members,1855.4417724609375
3603,1.0,18694.974975585938,[1]male,36,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,51876.50231933594,[4]4 hh members,2518.23828125
3603,2.0,33181.52734375,[2]female,41,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,51876.50231933594,[4]4 hh members,2518.23828125
3604,1.0,55018.72265625,[1]male,57,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",87618.615234375,[4]4 hh members,1188.1170654296875
3604,2.0,32599.892578125,[2]female,54,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",87618.615234375,[4]4 hh members,1188.1170654296875
3612,1.0,8059.84619140625,[2]female,47,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",8059.84619140625,[3]3 hh members,6978.7939453125
3615,1.0,16957.036865234375,[1]male,33,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",16957.036865234375,[3]3 hh members,8298.794921875
3633,1.0,6656.298828125,[1]male,55,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",13167.10205078125,[5]5 hh members,8548.0673828125
3633,2.0,6510.80322265625,[2]female,45,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",13167.10205078125,[5]5 hh members,8548.0673828125
3635,1.0,20260.824981689453,[1]male,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,20260.824981689453,[4]4 hh members,2811.706787109375
3641,3.0,20040.546875,[1]male,39,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[6]construction,[4]junior/middle manager,20040.546875,[3]3 hh members,787.29736328125
3664,1.0,39509.88916015625,[2]female,54,[220]formerly married/in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,39509.88916015625,[3]3 hh members,1648.4981689453125
3706,1.0,14494.998046875,[1]male,49,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14494.998046875,[7]7 hh members,3259.505859375
3771,1.0,17069.501953125,[1]male,44,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17069.501953125,[1]1 hh member,2113.3994140625
3792,1.0,36932.78515625,[1]male,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[10]information and communication,[4]junior/middle manager,39008.048095703125,[3]3 hh members,8863.69140625
3799,2.0,22694.888671875,[1]male,46,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22694.888671875,[3]3 hh members,4785.90478515625
3808,1.0,17791.607421875,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,49281.248046875,[4]4 hh members,2893.657470703125
3817,2.0,25420.4921875,[1]male,46,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25420.4921875,[4]4 hh members,1238.6182861328125
3842,3.0,20869.232421875,[2]female,42,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,20869.232421875,[3]3 hh members,2182.2900390625
3855,1.0,8113.373046875,[1]male,48,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[8]transportation and storage,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",11539.80029296875,[4]4 hh members,3808.862060546875
3874,1.0,40882.19140625,[1]male,36,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,62271.564453125,[4]4 hh members,1892.663818359375
3874,2.0,21389.373046875,[2]female,36,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,62271.564453125,[4]4 hh members,1892.663818359375
3942,2.0,35887.52978515625,[1]male,39,[210]never married/not in union,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,"[4]electricity, gas, steam and air-conditioning supply",[4]junior/middle manager,43021.36865234375,[2]2 hh members,2755.94677734375
3956,1.0,24857.859375,[1]male,59,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[10]information and communication,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",64125.966796875,[4]4 hh members,5804.0771484375
3965,1.0,19709.59375,[1]male,46,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",31085.87353515625,[5]5 hh members,1283.7108154296875
3965,2.0,6523.42529296875,[2]female,43,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[10]information and communication,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",31085.87353515625,[5]5 hh members,1283.7108154296875
3972,1.0,22901.912109375,[2]female,47,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",22901.912109375,[3]3 hh members,3027.8017578125
3993,1.0,1723.736572265625,[2]female,47,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22784.170349121094,[3]3 hh members,2117.83740234375
4010,1.0,36396.90625,[1]male,57,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[6]construction,[2]office worker,36396.90625,[2]2 hh members,3671.271484375
4016,2.0,19378.9765625,[1]male,47,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",19378.9765625,[2]2 hh members,1451.8876953125
4024,1.0,26297.494079589844,[1]male,47,[110]married,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",44407.398376464844,[4]4 hh members,7765.07666015625
4024,2.0,18109.904296875,[2]female,40,[110]married,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[16]education,[2]office worker,44407.398376464844,[4]4 hh members,7765.07666015625
4071,1.0,28491.68359375,[2]female,43,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,58910.33203125,[4]4 hh members,758.5385131835938
4071,2.0,30418.6484375,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,58910.33203125,[4]4 hh members,758.5385131835938
4081,2.0,28784.478515625,[2]female,49,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",33146.25830078125,[4]4 hh members,1298.033203125
4083,1.0,21822.59765625,[2]female,56,[110]married,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,48508.345703125,[2]2 hh members,760.4075317382812
4116,1.0,15082.3662109375,[2]female,40,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26021.5908203125,[5]5 hh members,1009.7071533203125
4116,2.0,10939.224609375,[1]male,42,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,26021.5908203125,[5]5 hh members,1009.7071533203125
4121,1.0,17578.12109375,[2]female,43,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17578.12109375,[2]2 hh members,1201.6690673828125
4125,1.0,53915.1875,[1]male,49,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",152031.3515625,[5]5 hh members,3056.8974609375
4125,2.0,98116.1640625,[2]female,47,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",152031.3515625,[5]5 hh members,3056.8974609375
4136,1.0,16540.99609375,[2]female,37,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",40426.033203125,[3]3 hh members,6997.89111328125
4136,2.0,23885.037109375,[1]male,40,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",40426.033203125,[3]3 hh members,6997.89111328125
4137,2.0,4404.80224609375,[2]female,49,[210]never married/not in union,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17246.50927734375,[2]2 hh members,1533.43505859375
4147,1.0,73475.46313476562,[1]male,53,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,99496.15258789062,[3]3 hh members,3110.302978515625
4147,2.0,26020.689453125,[2]female,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[11]financial and insurance activities,[2]office worker,99496.15258789062,[3]3 hh members,3110.302978515625
4149,1.0,12300.109375,[2]female,41,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",12300.109375,[2]2 hh members,1034.2496337890625
4169,1.0,10071.5791015625,[2]female,56,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,25673.8828125,[3]3 hh members,2567.818115234375
4180,2.0,27371.607421875,[2]female,60,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,197903.248046875,[2]2 hh members,1469.21826171875
4208,1.0,21411.01171875,[2]female,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,41385.6875,[3]3 hh members,663.5548095703125
4223,2.0,16169.212890625,[2]female,60,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",16169.212890625,[2]2 hh members,1253.8671875
4258,1.0,11312.603515625,[1]male,38,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",11312.603515625,[1]1 hh member,11084.3544921875
4302,2.0,46195.34765625,[1]male,47,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,46195.34765625,[3]3 hh members,2983.2431640625
4307,1.0,30497.044921875,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,53534.009765625,[4]4 hh members,3555.306884765625
4307,2.0,23036.96484375,[2]female,42,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,53534.009765625,[4]4 hh members,3555.306884765625
4320,1.0,14083.857421875,[2]female,49,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14083.857421875,[2]2 hh members,1662.7459716796875
4347,1.0,22497.708984375,[2]female,39,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",46518.822265625,[5]5 hh members,6556.4296875
4347,2.0,24021.11328125,[1]male,37,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,46518.822265625,[5]5 hh members,6556.4296875
4357,1.0,32491.845703125,[2]female,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,54224.078125,[4]4 hh members,10763.521484375
4357,2.0,21732.232421875,[1]male,40,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",54224.078125,[4]4 hh members,10763.521484375
4366,2.0,25605.4375,[1]male,60,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25605.4375,[4]4 hh members,3222.8583984375
4367,1.0,24122.990234375,[2]female,43,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,24122.990234375,[2]2 hh members,1463.1282958984375
4373,1.0,13810.654296875,[1]male,44,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",13810.654296875,[1]1 hh member,11573.7861328125
4390,2.0,24737.107421875,[2]female,51,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[2]office worker,24737.107421875,[2]2 hh members,1351.475830078125
4405,1.0,14569.2177734375,[2]female,51,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22367.1484375,[3]3 hh members,5384.607421875
4433,1.0,37703.29296875,[1]male,41,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,37703.29296875,[1]1 hh member,1619.5565185546875
4438,2.0,57848.505859375,[1]male,53,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[11]financial and insurance activities,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",57848.505859375,[4]4 hh members,1413.4764404296875
4451,1.0,37798.482421875,[2]female,33,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[10]information and communication,[2]office worker,88171.63500976562,[2]2 hh members,10241.6494140625
4451,2.0,50373.152587890625,[1]male,34,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[4]junior/middle manager,88171.63500976562,[2]2 hh members,10241.6494140625
4467,1.0,7672.302734375,[2]female,49,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[120]non regular employee,"[18]arts, entertainment and recreation",[2]office worker,7672.302734375,[2]2 hh members,928.8990478515625
4479,1.0,9753.94921875,[1]male,45,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18217.9609375,[4]4 hh members,5210.79345703125
4479,2.0,8464.01171875,[2]female,46,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18217.9609375,[4]4 hh members,5210.79345703125
4483,2.0,12655.5947265625,[1]male,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20199.736328125,[4]4 hh members,4322.75390625
4483,4.0,4880.6953125,[1]male,30,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20199.736328125,[4]4 hh members,4322.75390625
4488,2.0,8103.5458984375,[2]female,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,50705.8349609375,[4]4 hh members,3819.7880859375
4497,2.0,23988.812225341797,[1]male,57,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,23988.812225341797,[4]4 hh members,8325.9921875
4503,4.0,14399.537109375,[1]male,30,[210]never married/not in union,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[6]construction,[2]office worker,14399.537109375,[4]4 hh members,1454.6414794921875
4509,1.0,21691.40805053711,[2]female,48,[220]formerly married/in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,21691.40805053711,[1]1 hh member,1711.166748046875
4540,1.0,15879.76953125,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,35723.03515625,[4]4 hh members,4896.0556640625
4540,2.0,19843.265625,[1]male,48,[110]married,[1]disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,35723.03515625,[4]4 hh members,4896.0556640625
4554,1.0,14364.568359375,[1]male,36,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",23769.6728515625,[4]4 hh members,3263.5380859375
4554,2.0,9405.1044921875,[2]female,35,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",23769.6728515625,[4]4 hh members,3263.5380859375
4560,1.0,14566.70703125,[2]female,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14566.70703125,[2]2 hh members,794.9056396484375
4563,2.0,16364.56640625,[1]male,46,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,16364.56640625,[4]4 hh members,13887.9609375
4571,1.0,21888.962890625,[2]female,47,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,40386.072265625,[2]2 hh members,1635.4700927734375
4571,2.0,18497.109375,[1]male,49,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",40386.072265625,[2]2 hh members,1635.4700927734375
4660,1.0,34128.16015625,[2]female,39,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,76402.1796875,[6]6 hh members,3347.58203125
4672,2.0,14364.568359375,[1]male,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[10]information and communication,[2]office worker,14364.568359375,[4]4 hh members,13288.16015625
4680,1.0,20938.021484375,[2]female,52,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,20938.021484375,[2]2 hh members,1038.7310791015625
4697,1.0,18866.75390625,[1]male,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",30290.1787109375,[3]3 hh members,1437.240478515625
4697,2.0,11423.4248046875,[2]female,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,30290.1787109375,[3]3 hh members,1437.240478515625
4733,1.0,20060.125,[1]male,54,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20060.125,[1]1 hh member,728.880126953125
4759,1.0,24393.845703125,[1]male,50,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",24393.845703125,[4]4 hh members,4524.0703125
4772,1.0,14317.12417602539,[1]male,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",24774.54800415039,[4]4 hh members,7144.15966796875
4774,1.0,78956.84375,[1]male,52,[110]married,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",101907.130859375,[4]4 hh members,6167.2998046875
4774,2.0,22950.287109375,[2]female,52,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",101907.130859375,[4]4 hh members,6167.2998046875
4775,1.0,13448.646484375,[1]male,49,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,44764.0859375,[4]4 hh members,7011.076171875
4775,2.0,31315.439453125,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,44764.0859375,[4]4 hh members,7011.076171875
4806,1.0,20626.37890625,[2]female,60,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,86440.19921875,[4]4 hh members,1388.90478515625
4806,3.0,9226.6953125,[1]male,31,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[18]arts, entertainment and recreation","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",86440.19921875,[4]4 hh members,1388.90478515625
4809,1.0,17364.56640625,[1]male,43,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17364.56640625,[4]4 hh members,1486.884521484375
4853,1.0,33967.08203125,[1]male,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,51835.849609375,[3]3 hh members,2821.0625
4853,2.0,17868.767578125,[2]female,51,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",51835.849609375,[3]3 hh members,2821.0625
4860,2.0,30069.455078125,[1]male,42,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,30069.455078125,[3]3 hh members,1200.12841796875
4871,1.0,17364.56640625,[1]male,38,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[8]transportation and storage,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17364.56640625,[5]5 hh members,1631.7813720703125
4918,1.0,34682.93359375,[1]male,53,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,34682.93359375,[1]1 hh member,1333.893310546875
4926,1.0,22420.76171875,[1]male,44,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,42209.1171875,[3]3 hh members,2614.88623046875
4926,2.0,19788.35546875,[2]female,42,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,42209.1171875,[3]3 hh members,2614.88623046875
4954,1.0,14484.38671875,[2]female,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14484.38671875,[1]1 hh member,6317.7998046875
4976,2.0,18428.404296875,[2]female,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[2]office worker,18428.404296875,[2]2 hh members,5230.521484375
5004,1.0,25098.087829589844,[2]female,57,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,26970.128356933594,[3]3 hh members,2845.71142578125
