hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
530,1,[1]male,[1000]head,1,34,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,1616.009234101926,[220]couple with children,1,1,1,0
532,1,[1]male,[1000]head,1,46,[210]never married/not in union,[1]excellent,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,27257.503865336086,[100]one person household,1,1,1,0
534,1,[1]male,[1000]head,1,70,[222]divorced,[2]good,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,41.557198558483435,[100]one person household,1,0,1,0
535,1,[1]male,[1000]head,1,71,[222]divorced,[2]good,[311]short-cycle tertiary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,150.30143170231509,[100]one person household,1,1,1,0
536,1,[1]male,[1000]head,1,40,[222]divorced,[1]excellent,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,27332.78404408356,[230]one parent with children,1,0,1,0
537,1,[1]male,[1000]head,1,47,[110]married,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,22270.255032517798,[220]couple with children,1,0,1,0
539,1,[1]male,[1000]head,1,47,[110]married,[1]excellent,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,17272.1546357284,[220]couple with children,1,0,1,0
541,1,[2]female,[1000]head,1,41,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,27706.886478342883,[230]one parent with children,1,1,1,0
542,1,[1]male,[1000]head,1,63,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,28833.673621186612,[210]couple without children,1,0,1,0
543,1,[1]male,[1000]head,1,38,[210]never married/not in union,[3]fair,[210]upper secondary,[200]self-employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,1674.6572702889655,[100]one person household,1,1,1,0
544,1,[1]male,[1000]head,1,61,[110]married,[2]good,[210]upper secondary,[200]self-employed,[2]mining and construction,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,2140.354778938231,[210]couple without children,1,1,1,0
545,1,[1]male,[1000]head,1,49,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,808.784659044034,[210]couple without children,1,1,1,0
546,1,[1]male,[1000]head,1,49,[110]married,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[1]take substantial financial risks expecting to earn substantial returns,19807.110547195574,[210]couple without children,1,1,1,0
549,1,[2]female,[1000]head,1,45,[210]never married/not in union,[3]fair,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,23334.499139343447,[100]one person household,1,1,1,0
551,1,[1]male,[1000]head,1,47,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[2]take above average financial risks expecting to earn above average returns,15362.24943752757,[220]couple with children,1,1,1,0
552,1,[1]male,[1000]head,1,58,[110]married,[3]fair,[210]upper secondary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,147.673945266262,[210]couple without children,1,1,1,0
553,1,[2]female,[1000]head,1,36,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,17040.258183475842,[100]one person household,1,0,1,0
554,1,[1]male,[1000]head,1,37,[110]married,[2]good,[130]lower secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,20335.553796334098,[220]couple with children,1,1,1,0
555,1,[1]male,[1000]head,1,51,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,23384.711612184576,[220]couple with children,1,1,1,0
556,1,[2]female,[1000]head,1,44,[210]never married/not in union,[1]excellent,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,28063.531890043567,[230]one parent with children,1,1,1,0
559,1,[1]male,[1000]head,1,32,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,36913.89220494474,[220]couple with children,1,1,1,0
561,1,[1]male,[1000]head,1,37,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,26573.644737807488,[220]couple with children,1,1,1,0
564,1,[1]male,[1000]head,1,37,[110]married,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,27527.739705902994,[210]couple without children,1,1,1,0
565,1,[1]male,[1000]head,1,50,[110]married,[1]excellent,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,18364.146166957147,[210]couple without children,1,1,1,0
566,1,[2]female,[1000]head,1,37,[210]never married/not in union,[3]fair,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,17818.21630185116,[100]one person household,1,0,1,0
567,1,[1]male,[1000]head,1,57,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,159.0489621306818,[210]couple without children,1,1,1,0
569,1,[1]male,[1000]head,1,25,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,25682.07620562016,[310]couple without children and relatives,1,1,1,0
572,1,[1]male,[1000]head,1,34,[221]separated,[1]excellent,[130]lower secondary,[200]self-employed,[4]wholesale and retail trade,"[5]operators, fabricators, and laborers",[11]does not save: expenses exceed income,[4]not willing to take any financial risks,23622.760668270643,[100]one person household,1,0,1,0
574,1,[1]male,[1000]head,1,67,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,8599.19471317452,[210]couple without children,1,1,1,0
575,1,[1]male,[1000]head,1,34,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[1]take substantial financial risks expecting to earn substantial returns,27524.160708712818,[210]couple without children,1,1,1,0
576,1,[1]male,[1000]head,1,46,[210]never married/not in union,[2]good,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,16479.757387629452,[100]one person household,1,0,1,0
577,1,[2]female,[1000]head,1,39,[222]divorced,[3]fair,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[4]not willing to take any financial risks,20188.37330303725,[230]one parent with children,1,0,1,0
579,1,[1]male,[1000]head,1,62,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,18195.944098498745,[100]one person household,1,1,1,0
582,1,[1]male,[1000]head,1,51,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,34111.4410280912,[220]couple with children,1,1,1,0
583,1,[1]male,[1000]head,1,67,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,15159.549572031023,[210]couple without children,1,1,1,0
584,1,[2]female,[1000]head,1,65,[222]divorced,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,29520.36736964638,[100]one person household,1,1,1,0
585,1,[1]male,[1000]head,1,56,[110]married,[1]excellent,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[2]take above average financial risks expecting to earn above average returns,4056.74436931904,[210]couple without children,1,1,1,0
587,1,[1]male,[1000]head,1,30,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[4]not willing to take any financial risks,19174.647634356133,[220]couple with children,1,0,1,0
589,1,[1]male,[1000]head,1,36,[120]in consensual union,[4]poor,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[4]not willing to take any financial risks,18561.713620389783,[220]couple with children,1,0,1,0
590,1,[2]female,[1000]head,1,38,[222]divorced,[1]excellent,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,23180.386481018417,[100]one person household,1,0,1,0
591,1,[1]male,[1000]head,1,38,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,9698.865670389747,[220]couple with children,1,1,1,0
592,1,[1]male,[1000]head,1,39,[110]married,[1]excellent,[130]lower secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,17403.122116452978,[210]couple without children,1,1,1,0
595,1,[1]male,[1000]head,1,36,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,22666.107774223725,[220]couple with children,1,1,1,0
596,1,[1]male,[1000]head,1,71,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,1722.5985886770832,[210]couple without children,1,0,1,0
597,1,[1]male,[1000]head,1,36,[120]in consensual union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,25820.72333182782,[220]couple with children,1,1,1,0
599,1,[1]male,[1000]head,1,43,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[1]take substantial financial risks expecting to earn substantial returns,13478.137567627205,[220]couple with children,1,0,1,0
600,1,[2]female,[1000]head,1,58,[222]divorced,[2]good,[313]master or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,22138.363118727906,[330]one parent with children and relatives,1,0,1,0
601,1,[2]female,[1000]head,1,55,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,26954.60137714039,[100]one person household,1,0,1,0
604,1,[1]male,[1000]head,1,46,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[20]saves,[4]not willing to take any financial risks,30555.775235091103,[210]couple without children,1,1,1,0
605,1,[1]male,[1000]head,1,48,[110]married,[3]fair,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,36308.63357133911,[220]couple with children,1,0,1,0
608,1,[1]male,[1000]head,1,47,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,20948.58231933779,[320]couple with children and relatives,1,0,1,0
609,1,[1]male,[1000]head,1,28,[210]never married/not in union,[3]fair,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,27312.51734016459,[400]relatives living together (no family nucleus),1,1,1,0
611,1,[1]male,[1000]head,1,51,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,30089.428834223003,[220]couple with children,1,1,1,0
612,1,[1]male,[1000]head,1,33,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,34154.46324643863,[100]one person household,1,1,1,0
615,1,[1]male,[1000]head,1,59,[110]married,[2]good,[210]upper secondary,[200]self-employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,16374.233885627533,[210]couple without children,1,0,1,0
616,1,[1]male,[1000]head,1,45,[222]divorced,[1]excellent,[311]short-cycle tertiary,[100]dependent employed,[3]manufacturing,"[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,27586.29882411933,[100]one person household,1,1,1,0
617,1,[1]male,[1000]head,1,39,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[1]take substantial financial risks expecting to earn substantial returns,18114.371923510447,[320]couple with children and relatives,1,0,1,0
618,1,[2]female,[1000]head,1,32,[221]separated,[1]excellent,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,23079.63986567835,[330]one parent with children and relatives,1,0,1,0
620,1,[1]male,[1000]head,1,62,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,28950.572290917728,[210]couple without children,1,1,1,0
621,1,[2]female,[1000]head,1,52,[221]separated,[3]fair,[311]short-cycle tertiary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,16150.019155794638,[230]one parent with children,1,1,1,0
622,1,[2]female,[1000]head,1,41,[221]separated,[2]good,[311]short-cycle tertiary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,13696.961459119613,[230]one parent with children,1,1,1,0
624,1,[1]male,[1000]head,1,42,[210]never married/not in union,[2]good,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,18561.713620389783,[100]one person household,1,1,1,0
625,1,[1]male,[1000]head,1,68,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,148.94053125978644,[210]couple without children,1,1,1,0
626,1,[1]male,[1000]head,1,57,[222]divorced,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,1653.1843588093684,[230]one parent with children,1,1,1,0
627,1,[2]female,[1000]head,1,38,[210]never married/not in union,[4]poor,[311]short-cycle tertiary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,24657.353557562405,[100]one person household,1,1,1,0
628,1,[1]male,[1000]head,1,48,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,6184.1860283298765,[220]couple with children,1,1,1,0
629,1,[1]male,[1000]head,1,59,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[4]precision production, craft, and repair occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,24212.578516622263,[210]couple without children,1,1,1,0
631,1,[1]male,[1000]head,1,40,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,18138.44148605473,[220]couple with children,1,0,1,0
632,1,[1]male,[1000]head,1,25,[120]in consensual union,[3]fair,[130]lower secondary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,21613.439543994456,[220]couple with children,1,1,1,0
633,1,[1]male,[1000]head,1,50,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,16104.68455758152,[220]couple with children,1,1,1,0
634,1,[1]male,[1000]head,1,53,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,25118.958311401533,[230]one parent with children,1,1,1,0
635,1,[1]male,[1000]head,1,34,[120]in consensual union,[1]excellent,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,22768.784255864488,[220]couple with children,1,0,1,0
636,1,[1]male,[1000]head,1,56,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,2863.4512132438326,[220]couple with children,1,0,1,0
637,1,[1]male,[1000]head,1,33,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,17853.43055386244,[220]couple with children,1,0,1,0
638,1,[2]female,[1000]head,1,68,[223]widowed,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,31546.739262860025,[100]one person household,1,1,1,0
639,1,[1]male,[1000]head,1,55,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,2537.4436840181093,[210]couple without children,1,1,1,0
640,1,[2]female,[1000]head,1,54,[222]divorced,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,"[2]technical, sales, and administrative support occupations",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,25889.269607203485,[800]nonrelatives living together,1,0,1,0
641,1,[1]male,[1000]head,1,62,[110]married,[3]fair,[210]upper secondary,[200]self-employed,"[1]agriculture, forestry and fisheries",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,1177.0010686125206,[210]couple without children,1,1,1,0
642,1,[1]male,[1000]head,1,27,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[2]take above average financial risks expecting to earn above average returns,18452.068446238372,[210]couple without children,1,1,1,0
644,1,[1]male,[1000]head,1,43,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,26629.20360568673,[220]couple with children,1,1,1,0
645,1,[1]male,[1000]head,1,69,[120]in consensual union,[2]good,[320]doctorate or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,28178.469735959636,[310]couple without children and relatives,1,0,1,0
649,1,[1]male,[1000]head,1,48,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,16575.228907903755,[220]couple with children,1,1,1,0
650,1,[2]female,[1000]head,1,59,[222]divorced,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,20117.00740970679,[100]one person household,1,1,1,0
651,1,[1]male,[1000]head,1,50,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,4877.226557902115,[220]couple with children,1,1,1,0
652,1,[1]male,[1000]head,1,45,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,19783.471738592754,[210]couple without children,1,0,1,0
654,1,[1]male,[1000]head,1,53,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[1]take substantial financial risks expecting to earn substantial returns,23.2521284023116,[220]couple with children,1,1,1,0
655,1,[1]male,[1000]head,1,49,[221]separated,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,15686.035645692531,[230]one parent with children,1,0,1,0
658,1,[1]male,[1000]head,1,69,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,104.45982072977596,[210]couple without children,1,1,1,0
660,1,[1]male,[1000]head,1,64,[223]widowed,[1]excellent,[130]lower secondary,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,25314.554207184217,[100]one person household,1,1,1,0
662,1,[1]male,[1000]head,1,63,[110]married,[3]fair,[120]primary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,22175.325591160115,[210]couple without children,1,0,1,0
663,1,[1]male,[1000]head,1,66,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,119.63599533866052,[210]couple without children,1,1,1,0
666,1,[2]female,[1000]head,1,29,[210]never married/not in union,[1]excellent,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,26633.628293073627,[230]one parent with children,1,0,1,0
667,1,[2]female,[1000]head,1,63,[223]widowed,[1]excellent,[110]less than primary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,33278.94544994541,[100]one person household,1,0,1,0
669,1,[1]male,[1000]head,1,51,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,4159.146477401389,[210]couple without children,1,1,1,0
671,1,[1]male,[1000]head,1,61,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,6189.632120031515,[320]couple with children and relatives,1,1,1,0
672,1,[1]male,[1000]head,1,42,[210]never married/not in union,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,29082.49896434531,[400]relatives living together (no family nucleus),1,0,1,0
673,1,[1]male,[1000]head,1,53,[120]in consensual union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,5888.404508744789,[210]couple without children,1,1,1,0
674,1,[1]male,[1000]head,1,60,[110]married,[1]excellent,[311]short-cycle tertiary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,15596.111957366798,[220]couple with children,1,0,1,0
675,1,[1]male,[1000]head,1,53,[110]married,[2]good,[311]short-cycle tertiary,[200]self-employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[20]saves,[3]take average financial risks expecting to earn average returns,13088.346885519173,[220]couple with children,1,1,1,0
